,agent_id,x_pos,y_pos,step
0,0,0.3579641624218579,-0.6712323746334741,0
1,0,0.3579641624218579,-0.6712323746334741,1
2,0,0.3579641624218579,-0.6712323746334741,2
3,0,0.3579641624218579,-0.6712323746334741,3
4,0,0.3579641624218579,-0.6712323746334741,4
5,0,0.3579641624218579,-0.6712323746334741,5
6,0,0.3579641624218579,-0.6712323746334741,6
7,0,0.3579641624218579,-0.6712323746334741,7
8,0,0.3579641624218579,-0.6712323746334741,8
9,0,0.3579641624218579,-0.6712323746334741,9
10,0,0.3579641624218579,-0.6712323746334741,10
11,0,0.3579641624218579,-0.6712323746334741,11
12,0,0.3579641624218579,-0.6712323746334741,12
13,0,0.3579641624218579,-0.6712323746334741,13
14,0,-0.40701019787228293,0.11849750799880561,14
15,0,-0.26109535946592205,-0.20031192302957596,15
16,0,-0.22536250864821078,-0.12240092397454351,16
17,0,-0.19724036644366394,-0.14836161870868164,17
18,0,-0.17808836379301538,-0.18730056932517591,18
19,0,-0.17808836379301538,-0.18730056932517591,19
20,0,-0.1860001050478355,-0.23556020705148675,20
21,0,-0.19821319960174413,-0.33894415234482844,21
22,0,-0.19821319960174413,-0.33894415234482844,22
23,0,-0.19821319960174413,-0.33894415234482844,23
24,0,-0.19821319960174413,-0.33894415234482844,24
25,0,-0.20308618961775085,-0.23564808702583367,25
26,0,-0.20838561222590352,-0.13714491726291428,26
27,0,-0.20838561222590352,-0.13714491726291428,27
28,0,-0.1866710754911737,0.09043971933533006,28
29,0,-0.1866710754911737,0.09043971933533006,29
30,0,-0.1866710754911737,0.09043971933533006,30
31,0,-0.1866710754911737,0.09043971933533006,31
32,0,-0.19441919525692547,0.1720703198573013,32
33,0,-0.1773642221365084,0.026477754062841342,33
34,0,-0.1773642221365084,0.026477754062841342,34
35,0,-0.1769732101111644,-0.02019371349931911,35
36,0,-0.20317041669952415,0.12247002794026443,36
37,0,-0.18834179063967976,0.17703111778166103,37
38,0,-0.18834179063967976,0.17703111778166103,38
39,0,-0.18834179063967976,0.17703111778166103,39
40,0,-0.18834179063967976,0.17703111778166103,40
41,0,-0.14625750227355072,0.030460219427416835,41
42,0,-0.15699377094929784,0.1401242600787989,42
43,0,-0.15699377094929784,0.1401242600787989,43
44,0,-0.15699377094929784,0.1401242600787989,44
45,0,-0.15699377094929784,0.1401242600787989,45
46,0,-0.1713929516284201,0.08963489857244414,46
47,0,-0.18313222285342665,0.2153232058529325,47
48,0,-0.14896334473036338,0.334287601239479,48
49,0,-0.14896334473036338,0.334287601239479,49
50,0,-0.14896334473036338,0.334287601239479,50
51,0,-0.1390295455547569,0.30479729257576105,51
52,0,-0.09762311745711552,0.13572991364020903,52
53,0,-0.08721004892491502,0.19549996813146103,53
54,0,-0.06631226494470795,0.15133939645479683,54
55,0,-0.06631226494470795,0.15133939645479683,55
56,0,-0.06631226494470795,0.15133939645479683,56
57,0,-0.07245903010185642,0.3203607534515541,57
58,0,-0.07245903010185642,0.3203607534515541,58
59,0,-0.08543762122410432,0.2151079514206065,59
60,0,-0.05206185755801294,0.13425007797548366,60
61,0,-0.010293309497541836,-0.13023707354291536,61
62,0,-0.020855632182334195,0.04399324810369727,62
63,0,-0.0009048767095880539,-0.00921960023200299,63
64,0,-0.0009048767095880539,-0.00921960023200299,64
65,0,0.005543677707378824,-0.13970375166338186,65
66,0,0.005543677707378824,-0.13970375166338186,66
67,0,0.027465451129980178,-0.020688167219811194,67
68,0,0.027465451129980178,-0.020688167219811194,68
69,0,-0.0168036624762141,0.001793915178550809,69
70,0,-0.0168036624762141,0.001793915178550809,70
71,0,-0.0168036624762141,0.001793915178550809,71
72,0,-0.02192082964399793,0.08145696119303177,72
73,0,-0.02192082964399793,0.08145696119303177,73
74,0,-0.02192082964399793,0.08145696119303177,74
75,0,-0.03919049125247549,0.059174729271371684,75
76,0,-0.03919049125247549,0.059174729271371684,76
77,0,-0.03919049125247549,0.059174729271371684,77
78,0,-0.04168511913586206,-0.0850722045726302,78
79,0,-0.04168511913586206,-0.0850722045726302,79
80,0,-0.06129149898425805,-0.16936760001318146,80
81,0,-0.06129149898425805,-0.16936760001318146,81
82,0,-0.12683876468251454,-0.07698591036971973,82
83,0,-0.09347640745688876,-0.004409551138526968,83
84,0,-0.09347640745688876,-0.004409551138526968,84
85,0,-0.12446776025529402,0.0707038309972819,85
86,0,-0.12446776025529402,0.0707038309972819,86
87,0,-0.15770842396130863,0.02858216046943034,87
88,0,-0.15770842396130863,0.02858216046943034,88
89,0,-0.15770842396130863,0.02858216046943034,89
90,0,-0.15770842396130863,0.02858216046943034,90
91,0,-0.12152366959604924,0.04394036903139442,91
92,0,-0.12152366959604924,0.04394036903139442,92
93,0,-0.1306051361273311,0.05048054626844125,93
94,0,-0.13337958120230992,0.023981496687899638,94
95,0,-0.13337958120230992,0.023981496687899638,95
96,0,-0.1316773600986044,0.13913709336236313,96
97,0,-0.1300154709797024,0.04893329539300528,97
98,0,-0.1433032868582476,-0.025804809116666428,98
99,0,-0.1433032868582476,-0.025804809116666428,99
100,0,-0.14237269695715493,-0.1400041275773644,100
101,1,-0.8393282179427404,0.8972794816367937,0
102,1,-0.8393282179427404,0.8972794816367937,1
103,1,-0.8393282179427404,0.8972794816367937,2
104,1,-0.8393282179427404,0.8972794816367937,3
105,1,-0.8393282179427404,0.8972794816367937,4
106,1,-0.8393282179427404,0.8972794816367937,5
107,1,-0.8393282179427404,0.8972794816367937,6
108,1,-0.8393282179427404,0.8972794816367937,7
109,1,-0.8393282179427404,0.8972794816367937,8
